x,y,dz
4573370,5305030,-0.708884
4573370,5304990,-0.888021
4573360,5305060,-0.681382
4573350,5305230,0.447314
4573340,5305200,0.228182
4573340,5305160,-0.004329
4573340,5305120,-0.376418
4573350,5305090,-0.668331
4573360,5305020,-0.767960
4573350,5305050,-0.656150
4573330,5305270,0.307612
4573330,5305230,0.187456
4573330,5305190,-0.053388
4573330,5305160,-0.386064
4573330,5305120,-0.608770
4573330,5305080,-0.557176
4573320,5305300,0.126264
4573320,5305260,0.155598
4573310,5305330,-0.144580
4573320,5305220,-0.094638
4573320,5305190,-0.350578
4573320,5305150,-0.556977
4573320,5305110,-0.420625
4573300,5305360,-0.315767
4573310,5305290,0.112258
4573310,5305250,-0.088274
4573290,5305320,0.045607
4573310,5305220,-0.335029
4573310,5305180,-0.480761
4573310,5305140,-0.328663
4573280,5305390,-0.480980
4573280,5305350,-0.016988
4573290,5305280,-0.079650
4573290,5305250,-0.289108
4573280,5305320,-0.032159
4573290,5305210,-0.398752
4573290,5305170,-0.257088
4573270,5305420,-0.560120
4573270,5305380,-0.110659
4573270,5305350,-0.013041
4573280,5305280,-0.231693
4573280,5305240,-0.326761
4573270,5305310,-0.167579
4573280,5305210,-0.201676
4573260,5305450,-0.584357
4573250,5305410,-0.214032
4573250,5305380,-0.001591
4573250,5305340,-0.100804
4573270,5305270,-0.237041
4573260,5305240,-0.128345
4573250,5305300,-0.130215
4573240,5305480,-0.576682
4573240,5305440,-0.330818
4573240,5305410,-0.015124
4573240,5305370,-0.022556
4573240,5305330,0.001516
4573250,5305270,-0.071630
4573240,5305300,0.048283
4573230,5305510,-0.550817
4573230,5305480,-0.419554
4573230,5305440,-0.056240
4573230,5305400,0.063073
4573230,5305360,0.132570
4573220,5305330,0.116195
4573210,5305550,-0.530607
4573210,5305510,-0.486867
4573210,5305470,-0.102593
4573200,5305590,-0.448245
4573180,5305620,-0.386110
4573210,5305430,0.149126
4573210,5305400,0.266262
4573210,5305360,0.232651
4573200,5305540,-0.509770
4573200,5305500,-0.144725
4573200,5305460,0.215845
4573180,5305580,-0.487448
4573170,5305660,-0.292517
4573170,5305620,-0.445527
4573200,5305430,0.384149
4573200,5305390,0.297784
4573180,5305540,-0.162795
4573190,5305490,0.256032
4573180,5305460,0.483083
4573170,5305570,-0.178574
4573150,5305700,-0.169595
4573150,5305650,-0.368959
4573150,5305610,-0.180383
4573180,5305420,0.357054
4573170,5305530,0.288390
4573170,5305490,0.549330
4573170,5305450,0.413400
4573150,5305570,0.308520
4573130,5305730,-0.091527
4573140,5305690,-0.240014
4573140,5305650,-0.144364
4573140,5305600,0.330799
4573160,5305520,0.603739
4573160,5305480,0.446250
4573140,5305560,0.611352
4573120,5305770,0.066386
4573120,5305730,-0.139944
4573120,5305680,-0.118485
4573120,5305640,0.334171
4573120,5305600,0.613534
4573140,5305520,0.438635
4573120,5305550,0.334841
4573100,5305810,0.147065
4573100,5305760,0.022947
4573100,5305720,-0.088980
4573110,5305680,0.324526
4573110,5305630,0.537809
4573110,5305590,0.223766
4573080,5305840,0.289704
4573090,5305800,0.114919
4573090,5305760,-0.020074
4573090,5305710,0.327073
4573090,5305670,0.454806
4573090,5305630,0.026797
4573070,5305880,0.426413
4573070,5305840,0.272337
4573070,5305790,0.051644
4573070,5305750,0.258406
4573070,5305710,0.359359
4573070,5305660,-0.171451
4573050,5305910,0.469070
4573050,5305870,0.395427
4573050,5305830,0.152304
4573060,5305790,0.124114
4573060,5305740,0.186243
4573060,5305700,-0.345185
4573040,5305940,0.433263
4573040,5305900,0.518315
4573040,5305870,0.212097
4573040,5305820,0.000183
4573040,5305780,-0.012485
4573040,5305740,-0.419655
4573030,5305970,0.390251
4573030,5305930,0.596561
4573020,5305900,0.272707
4573020,5305860,-0.127783
4573020,5305820,-0.217173
4573030,5305770,-0.490162
4573020,5306000,0.375118
4573010,5305970,0.653974
4573010,5305930,0.319499
4573010,5305890,-0.191526
4573010,5305850,-0.388271
4573010,5305810,-0.554930
4573000,5306030,0.338675
4572990,5306070,0.225283
4573000,5306000,0.609718
4573000,5305960,0.343966
4573000,5305920,-0.243436
4573000,5305880,-0.477821
4572990,5305850,-0.576453
4572980,5306100,0.092566
4572990,5306030,0.525590
4572980,5306060,0.427251
4572990,5305990,0.297059
4572980,5305950,-0.251533
4572980,5305920,-0.533806
4572980,5305880,-0.587179
4572970,5306130,-0.110824
4572970,5306090,0.317203
4572970,5306020,0.260248
4572960,5306050,0.208234
4572970,5305980,-0.255281
4572970,5305950,-0.543317
4572970,5305910,-0.546767
4572950,5306160,-0.286451
4572950,5306120,0.210025
4572950,5306080,0.209328
4572960,5306020,-0.216336
4572950,5306050,-0.182059
4572960,5305980,-0.507779
4572960,5305940,-0.495856
4572940,5306150,0.050195
4572940,5306190,-0.506633
4572940,5306120,0.163753
4572940,5306080,-0.119774
4572940,5306010,-0.459993
4572930,5306040,-0.331014
4572940,5305970,-0.384073
4572930,5306150,0.124942
4572930,5306180,-0.086694
4572930,5306220,-0.677702
4572920,5306110,-0.069462
4572920,5306070,-0.271410
4572930,5306000,-0.298625
4572920,5306030,-0.123626
4572910,5306140,-0.021954
4572910,5306180,0.055101
4572920,5306220,-0.284592
4572920,5306250,-0.781466
4572910,5306100,-0.104247
4572910,5306060,-0.070684
4572900,5306130,0.020576
4572900,5306170,0.010871
4572900,5306210,0.003642
4572900,5306250,-0.422857
4572900,5306290,-0.762704
4572880,5306320,-0.672249
4572900,5306100,0.086376
4572880,5306130,0.257078
4572890,5306170,0.216708
4572890,5306200,0.087038
4572890,5306240,-0.117299
4572890,5306280,-0.581698
4572860,5306360,-0.555073
4572870,5306320,-0.625342
4572850,5306400,-0.319656
4572870,5306160,0.464956
4572880,5306200,0.361343
4572880,5306240,0.120840
4572870,5306280,-0.209385
4572850,5306360,-0.599069
4572860,5306310,-0.232908
4572830,5306430,0.043208
4572830,5306390,-0.464240
4572860,5306190,0.608211
4572860,5306230,0.565804
4572860,5306270,0.200066
4572840,5306350,-0.236370
4572840,5306310,0.310815
4572820,5306460,0.284285
4572820,5306430,-0.279214
4572820,5306390,-0.158861
4572850,5306220,0.799411
4572850,5306270,0.751414
4572820,5306340,0.393131
4572830,5306300,0.888341
4572800,5306490,0.613876
4572800,5306460,-0.033789
4572790,5306530,0.817866
4572770,5306560,1.046860
4572800,5306420,-0.108850
4572810,5306380,0.519903
4572830,5306260,0.924088
4572810,5306340,0.895867
4572810,5306300,0.866368
4572790,5306490,0.197344
4572790,5306450,0.026069
4572770,5306520,0.487674
4572760,5306590,1.174780
4572760,5306550,0.733966
4572790,5306420,0.549419
4572790,5306370,0.835521
4572800,5306330,0.601015
4572770,5306480,0.104365
4572770,5306450,0.579225
4572760,5306510,0.262018
4572750,5306620,1.292570
4572750,5306580,0.981768
4572750,5306540,0.346494
4572770,5306410,0.614247
4572780,5306370,0.159026
4572760,5306480,0.496472
4572760,5306440,0.386990
4572750,5306510,0.378679
4572730,5306650,1.110190
4572730,5306610,1.148620
4572730,5306570,0.457063
4572730,5306540,0.163591
4572760,5306400,-0.373833
4572750,5306470,0.075361
4572750,5306430,-0.739147
4572730,5306500,-0.270747
4572720,5306690,0.669513
4572720,5306650,1.288050
4572720,5306600,0.455886
4572720,5306570,-0.028059
4572720,5306530,-0.579157
4572730,5306460,-0.987752
4572720,5306490,-1.046370
4572710,5306730,0.149752
4572700,5306690,1.320120
4572700,5306640,0.560932
4572700,5306600,-0.212939
4572700,5306560,-0.804480
4572700,5306530,-1.017620
4572690,5306770,-0.705450
4572690,5306720,1.188490
4572690,5306680,0.661919
4572690,5306640,-0.273624
4572690,5306590,-0.930144
4572690,5306560,-0.937949
4572680,5306760,0.870838
4572680,5306810,-1.366250
4572680,5306720,0.737001
4572670,5306670,-0.297298
4572670,5306630,-0.950069
4572680,5306590,-0.884575
4572660,5306760,0.893016
4572660,5306800,0.420382
4572670,5306840,-1.467770
4572650,5306870,-1.450770
4572660,5306710,-0.204094
4572660,5306670,-0.886481
4572660,5306620,-0.809943
4572640,5306900,-1.328640
4572640,5306750,-0.080364
4572650,5306790,0.919804
4572650,5306830,0.144971
4572640,5306860,-0.182312
4572640,5306700,-0.700642
4572640,5306660,-0.587547
4572630,5306930,-1.167270
4572620,5306890,-0.503107
4572610,5306960,-0.990849
4572600,5306990,-0.854943
4572590,5307020,-0.683355
4572630,5306740,-0.456312
4572630,5306790,0.108815
4572630,5306820,0.811227
4572620,5306850,0.627933
4572630,5306700,-0.335016
4572610,5306920,-0.799076
4572610,5306880,0.420520
4572600,5306950,-0.997775
4572580,5306980,-1.130350
4572570,5307050,-0.514490
4572570,5307010,-1.167500
4572610,5306730,0.007628
4572610,5306780,-0.080448
4572620,5306820,0.225979
4572600,5306850,0.400157
4572590,5306910,0.178073
4572590,5306880,0.569522
4572580,5306950,-0.024013
4572570,5306980,-0.198281
4572560,5307080,-0.359084
4572560,5307040,-1.097900
4572550,5307010,-0.336337
4572600,5306770,0.352423
4572600,5306810,0.232930
4572590,5306840,0.602150
4572580,5306910,0.717978
4572570,5306870,0.901402
4572560,5306940,0.813038
4572550,5306970,0.863241
4572550,5307110,-0.166210
4572540,5307070,-0.969405
4572540,5307040,-0.429887
4572540,5307000,0.856650
4572580,5306800,0.538372
4572570,5306830,0.653136
4572560,5306900,1.160300
4572560,5306860,0.760170
4572550,5306930,1.327040
4572530,5306960,1.435210
4572530,5307070,-0.475158
4572540,5307140,-0.018238
4572530,5307110,-0.772563
4572520,5307030,0.824363
4572520,5306990,1.470980
4572540,5306890,0.847322
4572530,5306920,0.943092
4572520,5306950,1.033490
4572520,5307170,0.041680
4572510,5307060,0.774080
4572510,5307100,-0.478733
4572520,5307140,-0.563344
4572510,5307020,1.440870
4572500,5306980,1.084610
4572510,5307210,0.081736
4572510,5307170,-0.347180
4572490,5307050,1.348670
4572500,5307090,0.651378
4572500,5307130,-0.444037
4572490,5307020,0.984304
4572490,5307160,-0.390904
4572490,5307250,0.069726
4572490,5307200,-0.152543
4572480,5307050,0.906102
4572480,5307080,1.217790
4572480,5307120,0.549822
4572470,5307280,0.108586
4572470,5307150,0.441768
4572470,5307200,-0.303535
4572470,5307240,0.024537
4572460,5307080,0.852163
4572470,5307110,1.061320
4572460,5307280,0.178766
4572460,5307320,0.119373
4572450,5307140,0.900411
4572450,5307190,0.412000
4572450,5307230,-0.180597
4572450,5307110,0.733268
4572440,5307270,-0.067949
4572440,5307310,0.291898
4572440,5307360,0.311814
4572440,5307140,0.526233
4572440,5307180,0.749881
4572440,5307220,0.375132
4572420,5307390,0.551109
4572420,5307260,0.323282
4572420,5307300,0.027403
4572420,5307350,0.363274
4572420,5307170,0.222803
4572420,5307220,0.548746
4571920,5308230,0.000000
4571940,5308200,-0.178629
4572400,5307430,0.646143
4572400,5307390,0.439222
4572400,5307250,0.371276
4572400,5307300,0.252516
4572400,5307340,0.065613
4572400,5307210,0.044136
4571900,5308220,0.000000
4571920,5308190,0.021649
4571960,5308170,-0.195278
4571980,5308150,-0.173666
4572380,5307420,0.585764
4572380,5307470,0.626993
4572390,5307380,0.125009
4572390,5307240,-0.086844
4572390,5307290,0.217391
4572390,5307330,0.206825
4572370,5307500,0.572939
4572350,5307540,0.545309
4571890,5308210,0.000000
4571910,5308180,-0.003241
4571940,5308160,0.146184
4571960,5308140,0.123487
4572000,5308120,-0.105389
4572040,5308060,0.065537
4572060,5308040,0.041675
4572370,5307410,0.217131
4572370,5307460,0.739143
4572370,5307370,0.215672
4572370,5307280,-0.140217
4572370,5307320,0.085384
4572350,5307490,0.881852
4572330,5307570,0.491907
4572330,5307530,0.947181
4571870,5308190,0.000000
4572020,5308090,-0.033079
4571890,5308170,-0.241585
4571930,5308150,0.019080
4571950,5308120,0.079624
4571980,5308110,0.180387
4572020,5308050,0.168483
4572040,5308030,0.127649
4572080,5308010,0.045555
4572090,5307980,-0.019395
4572110,5307950,-0.127398
4572130,5307920,-0.253490
4572150,5307890,-0.352456
4572310,5307610,0.306547
4572290,5307650,0.104309
4572350,5307400,0.203649
4572350,5307450,0.356208
4572350,5307360,-0.086965
4572350,5307320,-0.315082
4572330,5307480,0.508564
4572310,5307570,0.959370
4572310,5307520,0.646840
4571860,5308180,0.000000
4572000,5308080,0.177407
4571870,5308160,0.160358
4571910,5308140,-0.331962
4571930,5308110,-0.235714
4571970,5308100,0.117428
4572000,5308040,0.091831
4572020,5308010,0.065850
4572060,5308000,0.067425
4572080,5307970,-0.023079
4572100,5307940,-0.059250
4572170,5307860,-0.481831
4572120,5307910,-0.106993
4572140,5307880,-0.121602
4572190,5307820,-0.500441
4572210,5307790,-0.460288
4572230,5307750,-0.440381
4572250,5307720,-0.310103
4572270,5307680,-0.094206
4572290,5307600,0.886803
4572270,5307640,0.726286
4572330,5307400,-0.256314
4572330,5307440,0.210414
4572330,5307350,-0.648788
4572310,5307480,0.188530
4572290,5307560,0.752370
4572300,5307510,0.147148
4571840,5308170,0.000000
4571990,5308070,0.135879
4571860,5308140,0.840621
4571890,5308130,0.152167
4571910,5308100,0.101868
4571950,5308090,-0.230623
4571990,5308030,-0.170049
4572010,5308000,-0.104940
4572040,5307990,-0.010482
4572060,5307960,-0.042309
4572080,5307930,-0.014090
4572160,5307850,-0.128988
4572100,5307900,0.020496
4572120,5307870,0.053564
4572180,5307810,-0.166518
4572200,5307780,-0.144793
4572220,5307740,-0.043823
4572240,5307710,0.131696
4572250,5307670,0.426626
4572280,5307590,0.781214
4572260,5307630,0.677963
4572320,5307390,-0.969519
4572310,5307430,-0.439529
4572300,5307470,-0.659832
4572280,5307550,0.122577
4572280,5307500,-0.874687
4571970,5308060,-0.211596
4571880,5308120,0.663328
4571900,5308090,0.549536
4571930,5308070,0.026280
4571970,5308020,0.153420
4571990,5307990,0.250558
4572030,5307970,0.013059
4572050,5307950,0.168108
4572060,5307920,0.294551
4572140,5307840,0.140830
4572080,5307890,0.429096
4572100,5307860,0.498300
4572160,5307800,0.211823
4572180,5307770,0.286061
4572200,5307730,0.362896
4572220,5307700,0.423494
4572240,5307660,0.540296
4572260,5307580,0.053983
4572240,5307620,0.024051
4572300,5307420,-1.293660
4572280,5307460,-1.342700
4572260,5307540,-1.049840
4572260,5307490,-1.126330
4571950,5308050,0.016717
4571920,5308060,0.515241
4571960,5308010,0.184907
4571980,5307980,0.160596
4572010,5307960,0.304803
4572030,5307940,0.236232
4572050,5307910,0.166542
4572120,5307830,0.541137
4572070,5307880,0.100967
4572080,5307850,0.076701
4572140,5307790,0.562256
4572160,5307760,0.479965
4572180,5307720,0.342070
4572200,5307690,0.192546
4572220,5307650,0.103874
4572240,5307570,-1.122710
4572220,5307610,-1.059940
4572240,5307530,-0.759108
4571940,5308040,0.374052
4571990,5307950,0.115068
4572010,5307920,0.198331
4572030,5307900,0.119004
4572100,5307820,0.009433
4572050,5307870,0.129077
4572070,5307840,0.090013
4572130,5307780,-0.093030
4572150,5307750,-0.260032
4572170,5307710,-0.479888
4572190,5307680,-0.736772
4572200,5307640,-0.958036
4572220,5307560,-0.298594
4572210,5307600,0.169782
4572090,5307810,0.050927
4572110,5307770,0.112793
4572130,5307740,0.303000
4572150,5307700,0.534739
4572170,5307670,0.805549
4572190,5307630,0.530018
